segment	word	token.code	dur	step	stepSize	start.time	end.time	jitter	shimmer	hnr	f1	f2	f3	H1Hz	H2Hz	H1-H2	H1dB	H2dB	H1-A1	A1dB	H1-A2	A2dB	H1-A3	A3dB	pitch.range.min	pitch.range.max	prec.seg	next.seg	prec.seg.wd	next.seg.wd	speaker
ES1	tek7	S01-chunked_aj7iitz-9-3-6	150	1	0.075	0.84	0.915	0.0062	0.1254	8.0143	547.354	2319.146	3333.5	239.367	478.735	-1.9137	59.4345	61.3555	15.4829	43.9011	20.8649	38.5051	22.9424	36.4227	132.919	480.015	T	KG	T	KG	S01
ES1	tek7	S01-chunked_aj7iitz-9-3-6	150	2	0.075	0.915	0.99	0.0371	0.1254	17.2901	495.746	2469.252	3139.13	234.009	468.019	-3.6866	54.3	58.0023	-3.6866	58.0023	18.7644	35.4721	18.4409	35.7965	132.919	480.015	T	KG	T	KG	S01
AS0	aj7iitz	S01-chunked_aj7iitz-9-5-10	39.45	1	0.01972	1.462	1.482	0.0837	0.1254	28.6401	1007.255	1759.973	2822.537	187.563	375.127	4.58	45.2375	40.6526	3.348	41.8858	12.4906	32.7349	23.2439	21.9744	132.919	480.015	GS	H	GS	H	S01
AS0	aj7iitz	S01-chunked_aj7iitz-9-5-10	39.45	2	0.01972	1.482	1.502	0.0897	0.1254	13.8673	1004.527	1738.724	2856.64	191.712	383.423	6.8601	51.5852	44.717	5.2014	46.3775	14.6581	36.9111	22.6976	28.865	132.919	480.015	GS	H	GS	H	S01
IL1	aj7iitz	S01-chunked_aj7iitz-9-5-13	87.58	1	0.04379	1.747	1.791	0.032	0.1254	20.2618	450.336	2896.485	3347.556	258.436	516.872	5.2516	50.9619	45.6879	5.2516	45.6879	20.7096	30.1785	21.062	29.8252	132.919	480.015	GS	TSA	GS	TSA	S01
IL1	aj7iitz	S01-chunked_aj7iitz-9-5-13	87.58	2	0.04379	1.791	1.835	0.0127	0.1254	26.8906	411.512	2588.283	3255.141	300.478	600.956	12.3006	58.5036	46.1354	27.168	31.2081	27.3214	31.0541	27.6648	30.7097	132.919	480.015	GS	TSA	GS	TSA	S01
IS0	tijb7ij	S01-chunked_aj7iitz-9-7-17	130	1	0.065	2.4	2.465	0.0069	0.1254	19.3485	634.058	2075.003	3178.701	217.962	435.924	-2.2516	54.5868	56.8446	9.3951	45.1686	20.4666	34.0754	20.6305	33.9112	132.919	480.015	T	H	T	H	S01
IS0	tijb7ij	S01-chunked_aj7iitz-9-7-17	130	2	0.065	2.465	2.53	0.0561	0.1254	17.2235	845.718	2186.463	3364.561	180.179	360.358	8.8719	56.5278	47.642	14.5931	41.9131	20.7345	35.7645	24.2321	32.2633	132.919	480.015	T	H	T	H	S01
IS1	tijb7ij	S01-chunked_aj7iitz-9-7-20	500	1	0.25	2.93	3.18	NA	0.1254	NA	993.118	3115.877	3631.685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	BG	H	BG	H	S01
IS1	tijb7ij	S01-chunked_aj7iitz-9-7-20	500	2	0.25	3.18	3.43	NA	0.1254	NA	1120.658	3763.113	3813.894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	BG	H	BG	H	S01
AS1	yaj	S01-chunked_ajan-10-2-3	30	1	0.015	0.51	0.525	NA	0.1129	NA	1371.747	3375.402	4005.384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	Y	H	Y	H	S01
AS1	yaj	S01-chunked_ajan-10-2-3	30	2	0.015	0.525	0.54	NA	0.1129	NA	1651.806	3032.416	3838.898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	Y	H	Y	H	S01
ES1	tek7	S01-chunked_ajan-10-3-6	140	1	0.07	0.78	0.85	0.009	0.1129	10.8899	599.84	2239.191	3229.94	251.897	503.794	-5.0957	57.4963	62.6086	3.6673	53.8179	18.4829	38.9649	23.6876	33.7501	132.919	480.015	T	KG	T	KG	S01
ES1	tek7	S01-chunked_ajan-10-3-6	140	2	0.07	0.85	0.92	0.0167	0.1129	23.2396	555.213	2512.392	3083.48	278.704	557.408	-7.9295	54.7683	62.7267	-7.9295	62.7267	10.1904	44.5466	16.689	38.0314	132.919	480.015	T	KG	T	KG	S01
AS0	ajan	S01-chunked_ajan-10-4-9	70.9	1	0.03545	1.108	1.143	0.0238	0.1129	31.0838	983.914	1753.586	2908.104	201.15	402.299	1.1565	46.973	45.8151	-2.2369	49.2127	9.9347	37.0275	18.2844	28.6707	132.919	480.015	GS	H	GS	H	S01
AS0	ajan	S01-chunked_ajan-10-4-9	70.9	2	0.03545	1.143	1.178	0.0289	0.1129	19.8762	1018.042	1728.51	2883.774	201.423	402.846	8.2761	54.0225	45.736	8.2213	45.7909	13.0669	40.9401	26.259	27.7367	132.919	480.015	GS	H	GS	H	S01
AS1	ajan	S01-chunked_ajan-10-4-11	60.91	1	0.03045	1.293	1.323	0.0124	0.1129	10.7856	978.789	1723.692	2977.258	282.988	565.976	10.5387	56.0682	45.5155	15.6007	40.4479	14.0149	42.0354	36.6443	19.3879	132.919	480.015	H	N	H	N	S01
AS1	ajan	S01-chunked_ajan-10-4-11	60.91	2	0.03045	1.323	1.354	0.0093	0.1129	21.7573	873.605	1813.257	3454.679	307.056	614.112	3.402	56.0888	52.6814	5.3321	50.7484	13.6294	42.4396	35.4318	20.6171	132.919	480.015	H	N	H	N	S01
IS0	tijb7ij	S01-chunked_ajan-10-5-14	130	1	0.065	1.72	1.785	0.0218	0.1129	19.5977	668.808	1880.39	3072.638	210.025	420.05	0.2422	50.2193	49.9765	3.2442	46.9679	18.0713	32.1142	27.635	22.5386	132.919	480.015	T	H	T	H	S01
IS0	tijb7ij	S01-chunked_ajan-10-5-14	130	2	0.065	1.785	1.85	0.042	0.1129	20.9223	1028.104	2143.107	3424.024	182.97	365.94	9.9421	53.5656	43.6128	23.8485	29.695	23.7866	29.757	26.3638	27.1781	132.919	480.015	T	H	T	H	S01
IS1	tijb7ij	S01-chunked_ajan-10-5-17	510	1	0.255	2.02	2.275	NA	0.1129	NA	1124.026	3409.155	3672.176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	BG	H	BG	H	S01
IS1	tijb7ij	S01-chunked_ajan-10-5-17	510	2	0.255	2.275	2.53	NA	0.1129	NA	1138.297	3758.187	3810.455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	BG	H	BG	H	S01
AS1	yaj	S01-chunked_ajiij-11-2-3	30	1	0.015	0.51	0.525	NA	0.0836	NA	1178.557	2467.229	3727.739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	Y	H	Y	H	S01
AS1	yaj	S01-chunked_ajiij-11-2-3	30	2	0.015	0.525	0.54	NA	0.0836	NA	625.455	2141.49	3624.798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	Y	H	Y	H	S01
ES1	tek7	S01-chunked_ajiij-11-3-6	180	1	0.09	1.01	1.1	0.0064	0.0836	18.4808	624.381	2342.011	3293.978	237.154	474.308	-3.7023	57.41	61.1234	12.3746	45.0038	17.4953	39.8721	22.9147	34.4428	132.919	480.015	T	KG	T	KG	S01
ES1	tek7	S01-chunked_ajiij-11-3-6	180	2	0.09	1.1	1.19	0.0164	0.0836	23.5028	538.644	2463.256	3190.387	261.631	523.262	-5.5846	53.4748	59.0799	-5.5846	59.0799	15.1634	38.2661	16.3379	37.0887	132.919	480.015	T	KG	T	KG	S01
AS0	ajiij	S01-chunked_ajiij-11-4-9	120	1	0.06	1.45	1.51	0.0289	0.0836	31.6128	848	1806.461	2942.856	224.105	448.21	2.607	47.9431	45.3326	4.4047	43.5326	11.5581	36.371	23.9245	23.9939	132.919	480.015	GS	H	GS	H	S01
AS0	ajiij	S01-chunked_ajiij-11-4-9	120	2	0.06	1.51	1.57	0.0184	0.0836	22.8325	1008.58	1913.561	3159.784	195.883	391.767	5.4198	52.3555	46.9296	7.9163	44.4307	15.77	36.5698	33.8556	18.4731	132.919	480.015	GS	H	GS	H	S01
IL1	ajiij	S01-chunked_ajiij-11-4-11	200	1	0.1	1.66	1.76	0.0096	0.0836	23.0732	368.246	2932.242	3392.171	230.114	460.227	9.4828	58.6471	49.099	25.4519	33.0466	21.551	36.9648	27.639	30.8508	132.919	480.015	H	H	H	H	S01
IL1	ajiij	S01-chunked_ajiij-11-4-11	200	2	0.1	1.76	1.86	0.0255	0.0836	26.3863	651.874	2495.376	3595.16	300.574	601.149	11.9167	56.3113	44.3675	11.9167	44.3675	33.0081	23.2439	29.3149	26.9413	132.919	480.015	H	H	H	H	S01
IS0	tijb7ij	S01-chunked_ajiij-11-6-15	140	1	0.07	2.22	2.29	0.0062	0.0836	19.7699	550.533	2019.651	3004.716	216.987	433.974	-2.5246	52.463	54.996	16.2672	36.1514	18.1806	34.2339	21.6413	30.7663	132.919	480.015	T	H	T	H	S01
IS0	tijb7ij	S01-chunked_ajiij-11-6-15	140	2	0.07	2.29	2.36	0.0454	0.0836	19.4337	1017.568	2286.792	3351.738	175.162	350.323	7.7053	56.2534	48.5391	27.1717	29.0561	20.5265	35.706	22.8815	33.3492	132.919	480.015	T	H	T	H	S01
IS1	tijb7ij	S01-chunked_ajiij-11-6-18	510	1	0.255	2.88	3.135	NA	0.0836	NA	1062.584	3341.862	3613.374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	BG	H	BG	H	S01
IS1	tijb7ij	S01-chunked_ajiij-11-6-18	510	2	0.255	3.135	3.39	NA	0.0836	NA	1136.647	3758.717	3810.806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	BG	H	BG	H	S01
AS1	yaj	S01-chunked_ajmartom-12-2-3	60	1	0.03	0.51	0.54	NA	0.1029	NA	818.008	2253.613	2937.256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	Y	H	Y	H	S01
AS1	yaj	S01-chunked_ajmartom-12-2-3	60	2	0.03	0.54	0.57	NA	0.1029	NA	983.279	2122.361	3102.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	Y	H	Y	H	S01
ES1	tek7	S01-chunked_ajmartom-12-3-6	120	1	0.06	1.01	1.07	0.0081	0.1029	10.9073	644.866	2201.726	3196.827	251.366	502.733	-2.6633	58.6712	61.3422	16.5173	42.1143	16.3019	42.3301	24.4599	34.1574	132.919	480.015	T	KG	T	KG	S01
ES1	tek7	S01-chunked_ajmartom-12-3-6	120	2	0.06	1.07	1.13	0.0187	0.1029	15.9555	547.36	2485.093	3090.683	273.968	547.936	-5.6387	56.576	62.2358	-5.6387	62.2358	16.7604	39.7649	19.6338	36.8845	132.919	480.015	T	KG	T	KG	S01
AS0	ajmartom	S01-chunked_ajmartom-12-4-8	75.08	1	0.03754	1.225	1.262	0.0165	0.1029	22.7006	847.176	1686.407	3248.244	220.275	440.55	2.2339	46.7247	44.4877	-0.4967	47.2222	11.0229	35.6876	23.9938	22.7049	132.919	480.015	KG	H	NA	H	S01
AS0	ajmartom	S01-chunked_ajmartom-12-4-8	75.08	2	0.03754	1.262	1.3	0.0145	0.1029	24.0303	882.13	1601.608	3289.919	241.409	482.818	7.0528	56.1827	49.1187	3.2629	52.9144	9.6588	46.5089	29.2726	26.8735	132.919	480.015	KG	H	NA	H	S01
AS0	ajmartom	S01-chunked_ajmartom-12-4-11	52.98	1	0.02649	1.446	1.472	0.0113	0.1029	19.8488	701.174	1195.653	2828.049	192.161	384.322	2.6943	56.0581	53.3582	4.7186	51.3298	7.3455	48.6979	36.6957	19.3094	132.919	480.015	M	R	M	R	S01
AS0	ajmartom	S01-chunked_ajmartom-12-4-11	52.98	2	0.02649	1.472	1.499	0.0145	0.1029	22.1391	848.307	1473.747	2860.613	183.948	367.895	7.2316	58.0028	50.7597	17.0649	40.9134	19.2206	38.7552	42.8596	15.0977	132.919	480.015	M	R	M	R	S01
OS1	ajmartom	S01-chunked_ajmartom-12-4-14	83.99	1	0.042	1.646	1.688	0.0092	0.1029	15.1834	601.49	1480.286	3059.956	258.847	517.693	-1.7639	57.8414	59.6111	1.1144	56.7234	19.9121	37.8752	27.3821	30.3908	132.919	480.015	T	M	T	M	S01
OS1	ajmartom	S01-chunked_ajmartom-12-4-14	83.99	2	0.042	1.688	1.73	0.0124	0.1029	21.8848	581.897	1089.502	3136.877	285.717	571.433	-2.6624	58.1738	60.8467	-2.6624	60.8467	6.7375	51.4119	32.3195	25.765	132.919	480.015	T	M	T	M	S01
IS0	tijb7ij	S01-chunked_ajmartom-12-5-17	140	1	0.07	2.08	2.15	0.0129	0.1029	13.8613	572.328	1848.685	3082.006	237.156	474.312	-3.3084	49.5732	52.8916	11.0494	38.495	18.0458	31.4842	22.4789	27.0434	132.919	480.015	T	H	T	H	S01
IS0	tijb7ij	S01-chunked_ajmartom-12-5-17	140	2	0.07	2.15	2.22	0.0521	0.1029	19.7227	1004.81	2462.939	3555.61	204.245	408.49	5.5089	55.1581	49.6429	22.0306	33.1062	29.1933	25.9388	28.7118	26.4206	132.919	480.015	T	H	T	H	S01
IS1	tijb7ij	S01-chunked_ajmartom-12-5-20	500	1	0.25	2.54	2.79	NA	0.1029	NA	995.69	3404.056	3667.893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	BG	H	BG	H	S01
IS1	tijb7ij	S01-chunked_ajmartom-12-5-20	500	2	0.25	2.79	3.04	NA	0.1029	NA	1109.903	3765.395	3815.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	BG	H	BG	H	S01
AS1	yaj	S01-chunked_ajtzoo7-13-2-3	50	1	0.025	0.51	0.535	NA	0.0733	NA	1249.396	2397.289	3438.054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	Y	H	Y	H	S01
AS1	yaj	S01-chunked_ajtzoo7-13-2-3	50	2	0.025	0.535	0.56	NA	0.0733	NA	1452.142	2855.647	3699.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	Y	H	Y	H	S01
ES1	tek7	S01-chunked_ajtzoo7-13-3-6	170	1	0.085	0.92	1.005	0.0092	0.0733	10.9498	591.556	2192.383	3195.743	251.707	503.413	-3.9138	60.0481	63.9755	1.6412	58.4015	17.8767	42.1206	23.0533	36.9327	132.919	480.015	T	KG	T	KG	S01
ES1	tek7	S01-chunked_ajtzoo7-13-3-6	170	2	0.085	1.005	1.09	0.0187	0.0733	23.1651	567.1	2332.121	3114.259	276.977	553.954	-5.079	58.0622	63.1596	-5.079	63.1596	13.8049	44.2152	19.703	38.3026	132.919	480.015	T	KG	T	KG	S01
AS0	ajtzoo7	S01-chunked_ajtzoo7-13-4-9	24.58	1	0.01229	1.417	1.429	NA	0.0733	14.3041	863.918	1582.569	2936.09	181.826	363.652	1.5897	46.2775	44.6856	2.2923	43.9822	8.4286	37.8386	25.9994	20.2529	132.919	480.015	GS	GS	GS	GS	S01
AS0	ajtzoo7	S01-chunked_ajtzoo7-13-4-9	24.58	2	0.01229	1.429	1.441	NA	0.0733	13.6028	821.14	1562.646	3032.726	183.233	366.465	4.4526	48.2917	43.8327	3.2028	45.0842	9.0524	39.227	33.5725	14.6864	132.919	480.015	GS	GS	GS	GS	S01
OL1	ajtzoo7	S01-chunked_ajtzoo7-13-4-13	169.11	1	0.08456	1.685	1.769	0.0085	0.0733	23.8949	547.902	1249.684	3085.083	262.506	525.013	-3.6689	58.1989	61.8833	-3.3209	61.5338	18.97	39.1643	28.9266	29.184	132.919	480.015	TS	NA	TS	NA	S01
OL1	ajtzoo7	S01-chunked_ajtzoo7-13-4-13	169.11	2	0.08456	1.769	1.854	0.0078	0.0733	30.1841	625.04	1247.145	3159.112	304.957	609.914	-6.2946	55.3415	61.6571	-6.2946	61.6571	4.2147	51.114	26.8057	28.4719	132.919	480.015	TS	NA	TS	NA	S01
IS0	tijb7ij	S01-chunked_ajtzoo7-13-6-16	120	1	0.06	2.2	2.26	0.0188	0.0733	6.0167	675.286	1968.648	3062.132	209.25	418.5	-0.2678	50.4925	50.7609	4.9577	45.5242	22.7063	27.7466	27.0277	23.4204	132.919	480.015	T	H	T	H	S01
IS0	tijb7ij	S01-chunked_ajtzoo7-13-6-16	120	2	0.06	2.26	2.32	0.0362	0.0733	18.6458	988.323	2397.408	3362.755	180.68	361.36	7.5877	55.0873	47.4907	23.7789	31.2849	22.4488	32.616	24.3817	30.6817	132.919	480.015	T	H	T	H	S01
IS1	tijb7ij	S01-chunked_ajtzoo7-13-6-19	510	1	0.255	2.71	2.965	NA	0.0733	NA	1044.888	2993.944	3695.222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	BG	H	BG	H	S01
IS1	tijb7ij	S01-chunked_ajtzoo7-13-6-19	510	2	0.255	2.965	3.22	NA	0.0733	NA	1021.247	1963.923	3772.643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	BG	H	BG	H	S01
AS1	yaj	S01-chunked_ala7s-14-2-3	30	1	0.015	0.51	0.525	NA	0.0894	NA	1279.856	1913.678	3242.402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	Y	H	Y	H	S01
AS1	yaj	S01-chunked_ala7s-14-2-3	30	2	0.015	0.525	0.54	NA	0.0894	NA	1353.045	1753.666	3294.842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	Y	H	Y	H	S01
ES1	tek7	S01-chunked_ala7s-14-3-6	150	1	0.075	0.97	1.045	0.0077	0.0894	12.3008	532.957	2298.65	3287.515	231.491	462.983	-0.6901	55.6239	56.3167	-0.6901	56.3167	18.7582	36.8083	26.6671	28.8823	132.919	480.015	T	KG	T	KG	S01
ES1	tek7	S01-chunked_ala7s-14-3-6	150	2	0.075	1.045	1.12	0.0201	0.0894	21.1996	483.723	2528.11	3146.788	237.492	474.985	-4.6155	51.9534	56.5887	-4.6155	56.5887	16.032	35.8661	16.6861	35.2102	132.919	480.015	T	KG	T	KG	S01
AS0	ala7s	S01-chunked_ala7s-14-4-9	80.48	1	0.04024	1.45	1.49	0.0285	0.0894	NA	1011.625	1762.436	2796.856	190.978	381.956	3.4843	39.8454	36.3579	-3.7129	43.5622	10.1465	29.6901	26.2367	13.5911	132.919	480.015	GS	L	GS	L	S01
AS0	ala7s	S01-chunked_ala7s-14-4-9	80.48	2	0.04024	1.49	1.53	0.0064	0.0894	34.0824	882.624	1928.839	3282.597	203.604	407.208	0.8485	48.4311	47.5814	2.5238	45.9039	10.2722	38.1461	23.4369	24.9693	132.919	480.015	GS	L	GS	L	S01
AS1	ala7s	S01-chunked_ala7s-14-4-11	99.64	1	0.04982	1.64	1.69	0.0108	0.0894	26.0804	897.56	1828.091	3138.386	236.918	473.835	3.9781	52.5974	48.6136	1.6441	50.9509	13.781	38.7986	26.3084	26.2597	132.919	480.015	L	GS	L	GS	S01
AS1	ala7s	S01-chunked_ala7s-14-4-11	99.64	2	0.04982	1.69	1.74	0.0057	0.0894	26.7631	938.978	1851.002	3323.637	247.797	495.595	2.4587	48.675	46.2132	-2.6665	51.345	6.6868	41.9802	20.0294	28.6253	132.919	480.015	L	GS	L	GS	S01
IS0	tijb7ij	S01-chunked_ala7s-14-6-16	130	1	0.065	2.23	2.295	0.0164	0.0894	25.9572	540.088	1810.557	3024.084	206.549	413.097	-0.7726	48.4239	49.199	12.1323	36.2574	20.7015	27.67	25.9783	22.3845	132.919	480.015	T	H	T	H	S01
IS0	tijb7ij	S01-chunked_ala7s-14-6-16	130	2	0.065	2.295	2.36	0.0446	0.0894	19.1873	979.915	2196.928	3388.222	174.349	348.699	6.2222	51.4961	45.2667	27.0098	24.4618	21.92	29.555	24.8948	26.5782	132.919	480.015	T	H	T	H	S01
IS1	tijb7ij	S01-chunked_ala7s-14-6-19	510	1	0.255	2.63	2.885	NA	0.0894	NA	1033.286	3305.633	3627.107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	BG	H	BG	H	S01
IS1	tijb7ij	S01-chunked_ala7s-14-6-19	510	2	0.255	2.885	3.14	NA	0.0894	NA	1138.86	3757.988	3810.366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	BG	H	BG	H	S01
AS1	yaj	S01-chunked_am-15-2-3	40	1	0.02	0.51	0.53	NA	0.0949	NA	940.492	1889.719	3189.241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	Y	H	Y	H	S01
AS1	yaj	S01-chunked_am-15-2-3	40	2	0.02	0.53	0.55	NA	0.0949	NA	593.679	1795.261	2716.735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	Y	H	Y	H	S01
ES1	tek7	S01-chunked_am-15-3-6	150	1	0.075	0.96	1.035	0.0057	0.0949	14.0925	507.828	2361.105	3244.851	239.292	478.584	-2.7395	59.4277	62.1793	-2.7395	62.1793	15.7567	43.6124	20.9016	38.4524	132.919	480.015	T	KG	T	KG	S01
ES1	tek7	S01-chunked_am-15-3-6	150	2	0.075	1.035	1.11	0.0173	0.0949	23.8248	526.982	2520.512	3077.554	258.224	516.448	-5.8799	53.7355	59.6379	-5.8799	59.6379	12.7122	40.9829	13.7472	39.9452	132.919	480.015	T	KG	T	KG	S01
AS1	am	S01-chunked_am-15-4-9	82.87	1	0.04143	1.388	1.43	0.0151	0.0949	24.588	1015.282	1694.554	2833.403	230.94	461.88	1.5855	53.5241	51.9364	-0.6591	54.1841	1.0291	52.4936	16.027	37.4786	132.919	480.015	GS	M	GS	M	S01
AS1	am	S01-chunked_am-15-4-9	82.87	2	0.04143	1.43	1.471	0.0103	0.0949	21.9367	916.212	1537.278	2831.416	258.85	517.699	5.4257	58.4738	53.0389	-2.442	60.9202	2.107	56.3631	19.6686	38.7763	132.919	480.015	GS	M	GS	M	S01
IS0	tijb7ij	S01-chunked_am-15-5-12	130	1	0.065	1.98	2.045	0.0117	0.0949	17.9142	461.184	2028.446	2951.712	221.828	443.656	-0.9215	56.9882	57.9144	-0.9215	57.9144	21.9118	34.9876	20.2789	36.6257	132.919	480.015	T	H	T	H	S01
IS0	tijb7ij	S01-chunked_am-15-5-12	130	2	0.065	2.045	2.11	0.0328	0.0949	17.934	903.347	2396.034	3289.83	174.664	349.328	7.8197	58.9106	51.0794	25.6464	33.2328	24.878	34.0019	25.2078	33.6717	132.919	480.015	T	H	T	H	S01
IS1	tijb7ij	S01-chunked_am-15-5-15	480	1	0.24	2.46	2.7	NA	0.0949	NA	1021.588	3334.011	3613.022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	BG	H	BG	H	S01
IS1	tijb7ij	S01-chunked_am-15-5-15	480	2	0.24	2.7	2.94	NA	0.0949	NA	1141.623	3757.88	3809.833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	BG	H	BG	H	S01
AS1	yaj	S01-chunked_awaj-16-2-3	40	1	0.02	0.51	0.53	NA	0.0963	NA	662.491	2059.18	2894.433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	Y	H	Y	H	S01
AS1	yaj	S01-chunked_awaj-16-2-3	40	2	0.02	0.53	0.55	NA	0.0963	NA	1050.254	2390.383	3467.048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	Y	H	Y	H	S01
ES1	tek7	S01-chunked_awaj-16-3-6	130	1	0.065	1.03	1.095	0.01	0.0963	5.3451	515.614	2286.852	3375.321	248.706	497.411	-2.6705	52.5732	55.2539	-2.6705	55.2539	23.948	28.557	23.6429	28.8627	132.919	480.015	T	KG	T	KG	S01
ES1	tek7	S01-chunked_awaj-16-3-6	130	2	0.065	1.095	1.16	0.0145	0.0963	19.9544	532.304	2652.296	3250.04	261.789	523.579	-5.6223	49.228	54.8695	-5.6223	54.8695	14.0344	35.1548	17.3035	31.8785	132.919	480.015	T	KG	T	KG	S01
AS0	awaj	S01-chunked_awaj-16-4-9	82.6	1	0.0413	1.362	1.404	0.0099	0.0963	NA	762.345	1506.699	2741.091	221.748	443.496	3.3517	45.1508	41.794	10.3956	34.7406	15.1447	29.9861	29.3225	15.797	132.919	480.015	GS	W	GS	W	S01
AS0	awaj	S01-chunked_awaj-16-4-9	82.6	2	0.0413	1.404	1.445	0.0055	0.0963	35.594	788.425	1338.038	2725.435	209.74	419.479	2.349	51.0182	48.665	2.8264	48.1868	7.0109	43.9954	36.7058	14.2695	132.919	480.015	GS	W	GS	W	S01
AS1	awaj	S01-chunked_awaj-16-4-11	67.45	1	0.03373	1.604	1.638	0.0182	0.0963	23.417	790.895	1381.744	3150.15	285.675	571.351	1.1635	55.4361	54.2702	2.5224	52.9084	13.4124	41.9982	32.1769	23.2097	132.919	480.015	W	H	W	H	S01
AS1	awaj	S01-chunked_awaj-16-4-11	67.45	2	0.03373	1.638	1.671	0.0073	0.0963	27.5698	735.735	1422.273	3231.588	322.154	644.308	5.487	53.1398	47.6409	8.5792	44.5426	28.0886	25.0042	38.8782	14.2056	132.919	480.015	W	H	W	H	S01
IS0	tijb7ij	S01-chunked_awaj-16-6-15	120	1	0.06	2.16	2.22	0.0198	0.0963	17.8453	634.101	1883.933	3067.704	215.426	430.851	-0.6061	45.5896	46.1971	6.4337	39.1422	17.3365	28.221	24.2774	21.2715	132.919	480.015	T	H	T	H	S01
IS0	tijb7ij	S01-chunked_awaj-16-6-15	120	2	0.06	2.22	2.28	0.0432	0.0963	20.1439	854.746	2204.342	3317.256	193.204	386.408	2.3687	48.8125	46.4405	15.038	33.7562	23.1375	25.6496	23.248	25.539	132.919	480.015	T	H	T	H	S01
IS1	tijb7ij	S01-chunked_awaj-16-6-18	490	1	0.245	2.66	2.905	NA	0.0963	NA	1042.698	3371.997	3664.361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	BG	H	BG	H	S01
IS1	tijb7ij	S01-chunked_awaj-16-6-18	490	2	0.245	2.905	3.15	NA	0.0963	NA	1104.691	3765.957	3816.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	BG	H	BG	H	S01
AS1	yaj	S01-chunked_b7aa-17-2-3	30	1	0.015	0.51	0.525	NA	0.1127	NA	1377.578	2591	3711.589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	Y	H	Y	H	S01
AS1	yaj	S01-chunked_b7aa-17-2-3	30	2	0.015	0.525	0.54	NA	0.1127	NA	1171.932	2282.101	3495.933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.919	480.015	Y	H	Y	H	S01
ES1	tek7	S01-chunked_b7aa-17-3-6	130	1	0.065	0.93	0.995	0.0094	0.1127	9.7459	501.9	2246.563	3192.188	237.423	474.845	-3.5117	57.8348	61.3619	-3.5117	61.3619	21.2673	36.4935	23.5998	34.1549	132.919	480.015	T	KG	T	KG	S01
ES1	tek7	S01-chunked_b7aa-17-3-6	130	2	0.065	0.995	1.06	0.0346	0.1127	19.387	489.153	2459.793	3098.385	231.784	463.567	-5.1933	53.3163	58.532	-5.1933	58.532	16.357	36.9027	18.58	34.6736	132.919	480.015	T	KG	T	KG	S01
AL1	b7aa	S01-chunked_b7aa-17-4-9	213.05	1	0.10652	1.424	1.53	0.014	0.1127	21.5012	958.581	1549.409	3001.185	218.926	437.851	4.5272	54.0098	49.476	0.4671	53.542	5.7698	48.2317	25.3375	28.6428	132.919	480.015	BG	T	BG	NA	S01
